,Play,ActSceneLine,Player
630,Henry IV,1.3.300,EARL OF WORCESTER
631,Henry IV,1.3.301,EARL OF WORCESTER
632,Henry IV,1.3.302,HOTSPUR
633,Henry IV,1.3.303,EARL OF WORCESTER
634,Henry IV,1.3.304,EARL OF WORCESTER
635,Henry IV,1.3.305,EARL OF WORCESTER
636,Henry IV,1.3.306,EARL OF WORCESTER
637,Henry IV,1.3.307,EARL OF WORCESTER
638,Henry IV,1.3.308,EARL OF WORCESTER
639,Henry IV,1.3.309,EARL OF WORCESTER
640,Henry IV,1.3.310,EARL OF WORCESTER
641,Henry IV,1.3.311,NORTHUMBERLAND
642,Henry IV,1.3.312,HOTSPUR
643,Henry IV,1.3.313,HOTSPUR
648,Henry IV,2.1.1,First Carrier
649,Henry IV,2.1.2,First Carrier
650,Henry IV,2.1.3,First Carrier
651,Henry IV,2.1.4,Ostler
652,Henry IV,2.1.5,First Carrier
653,Henry IV,2.1.6,First Carrier
654,Henry IV,2.1.7,First Carrier
656,Henry IV,2.1.8,Second Carrier
657,Henry IV,2.1.9,Second Carrier
658,Henry IV,2.1.10,Second Carrier
659,Henry IV,2.1.11,First Carrier
660,Henry IV,2.1.12,First Carrier
661,Henry IV,2.1.13,Second Carrier
662,Henry IV,2.1.14,Second Carrier
663,Henry IV,2.1.15,First Carrier
664,Henry IV,2.1.16,First Carrier
665,Henry IV,2.1.17,First Carrier
666,Henry IV,2.1.18,Second Carrier
667,Henry IV,2.1.19,Second Carrier
668,Henry IV,2.1.20,Second Carrier
669,Henry IV,2.1.21,First Carrier
670,Henry IV,2.1.22,Second Carrier
671,Henry IV,2.1.23,Second Carrier
672,Henry IV,2.1.24,First Carrier
673,Henry IV,2.1.25,First Carrier
674,Henry IV,2.1.26,First Carrier
675,Henry IV,2.1.27,First Carrier
676,Henry IV,2.1.28,First Carrier
677,Henry IV,2.1.29,First Carrier
679,Henry IV,2.1.30,GADSHILL
680,Henry IV,2.1.31,First Carrier
681,Henry IV,2.1.32,GADSHILL
682,Henry IV,2.1.33,GADSHILL
683,Henry IV,2.1.34,First Carrier
684,Henry IV,2.1.35,GADSHILL
685,Henry IV,2.1.36,Second Carrier
686,Henry IV,2.1.37,Second Carrier
687,Henry IV,2.1.38,GADSHILL
688,Henry IV,2.1.39,Second Carrier
689,Henry IV,2.1.40,Second Carrier
690,Henry IV,2.1.41,Second Carrier
691,Henry IV,2.1.42,Second Carrier
693,Henry IV,2.1.43,GADSHILL
694,Henry IV,2.1.44,Chamberlain
695,Henry IV,2.1.45,GADSHILL
696,Henry IV,2.1.46,GADSHILL
697,Henry IV,2.1.47,GADSHILL
698,Henry IV,2.1.48,GADSHILL
700,Henry IV,2.1.49,Chamberlain
701,Henry IV,2.1.50,Chamberlain
702,Henry IV,2.1.51,Chamberlain
703,Henry IV,2.1.52,Chamberlain
704,Henry IV,2.1.53,Chamberlain
705,Henry IV,2.1.54,Chamberlain
706,Henry IV,2.1.55,Chamberlain
707,Henry IV,2.1.56,Chamberlain
708,Henry IV,2.1.57,GADSHILL
709,Henry IV,2.1.58,GADSHILL
710,Henry IV,2.1.59,Chamberlain
711,Henry IV,2.1.60,Chamberlain
712,Henry IV,2.1.61,Chamberlain
713,Henry IV,2.1.62,GADSHILL
714,Henry IV,2.1.63,GADSHILL
715,Henry IV,2.1.64,GADSHILL
716,Henry IV,2.1.65,GADSHILL
717,Henry IV,2.1.66,GADSHILL
718,Henry IV,2.1.67,GADSHILL
719,Henry IV,2.1.68,GADSHILL
720,Henry IV,2.1.69,GADSHILL
721,Henry IV,2.1.70,GADSHILL
722,Henry IV,2.1.71,GADSHILL
723,Henry IV,2.1.72,GADSHILL
724,Henry IV,2.1.73,GADSHILL
725,Henry IV,2.1.74,GADSHILL
726,Henry IV,2.1.75,GADSHILL
727,Henry IV,2.1.76,GADSHILL
728,Henry IV,2.1.77,GADSHILL
729,Henry IV,2.1.78,GADSHILL
730,Henry IV,2.1.79,GADSHILL
731,Henry IV,2.1.80,Chamberlain
732,Henry IV,2.1.81,Chamberlain
733,Henry IV,2.1.82,GADSHILL
734,Henry IV,2.1.83,GADSHILL
735,Henry IV,2.1.84,GADSHILL
736,Henry IV,2.1.85,Chamberlain
737,Henry IV,2.1.86,Chamberlain
738,Henry IV,2.1.87,GADSHILL
739,Henry IV,2.1.88,GADSHILL
740,Henry IV,2.1.89,Chamberlain
741,Henry IV,2.1.90,GADSHILL
742,Henry IV,2.1.91,GADSHILL
743,Henry IV,2.1.92,GADSHILL
747,Henry IV,2.2.1,POINS
748,Henry IV,2.2.2,POINS
749,Henry IV,2.2.3,PRINCE HENRY
751,Henry IV,2.2.4,FALSTAFF
752,Henry IV,2.2.5,PRINCE HENRY
753,Henry IV,2.2.6,PRINCE HENRY
754,Henry IV,2.2.7,FALSTAFF
755,Henry IV,2.2.8,PRINCE HENRY
756,Henry IV,2.2.9,FALSTAFF
757,Henry IV,2.2.10,FALSTAFF
758,Henry IV,2.2.11,FALSTAFF
759,Henry IV,2.2.12,FALSTAFF
760,Henry IV,2.2.13,FALSTAFF
761,Henry IV,2.2.14,FALSTAFF
762,Henry IV,2.2.15,FALSTAFF
763,Henry IV,2.2.16,FALSTAFF
764,Henry IV,2.2.17,FALSTAFF
765,Henry IV,2.2.18,FALSTAFF
766,Henry IV,2.2.19,FALSTAFF
767,Henry IV,2.2.20,FALSTAFF
768,Henry IV,2.2.21,FALSTAFF
769,Henry IV,2.2.22,FALSTAFF
770,Henry IV,2.2.23,FALSTAFF
771,Henry IV,2.2.24,FALSTAFF
772,Henry IV,2.2.25,FALSTAFF
773,Henry IV,2.2.26,FALSTAFF
774,Henry IV,2.2.27,FALSTAFF
776,Henry IV,2.2.28,FALSTAFF
777,Henry IV,2.2.29,FALSTAFF
778,Henry IV,2.2.30,PRINCE HENRY
779,Henry IV,2.2.31,PRINCE HENRY
780,Henry IV,2.2.32,PRINCE HENRY
781,Henry IV,2.2.33,FALSTAFF
782,Henry IV,2.2.34,FALSTAFF
783,Henry IV,2.2.35,FALSTAFF
784,Henry IV,2.2.36,FALSTAFF
785,Henry IV,2.2.37,PRINCE HENRY
786,Henry IV,2.2.38,FALSTAFF
787,Henry IV,2.2.39,FALSTAFF
788,Henry IV,2.2.40,PRINCE HENRY
789,Henry IV,2.2.41,FALSTAFF
790,Henry IV,2.2.42,FALSTAFF
791,Henry IV,2.2.43,FALSTAFF
792,Henry IV,2.2.44,FALSTAFF
793,Henry IV,2.2.45,FALSTAFF
795,Henry IV,2.2.46,GADSHILL
796,Henry IV,2.2.47,FALSTAFF
797,Henry IV,2.2.48,POINS
798,Henry IV,2.2.49,POINS
799,Henry IV,2.2.50,BARDOLPH
800,Henry IV,2.2.51,BARDOLPH
801,Henry IV,2.2.52,BARDOLPH
802,Henry IV,2.2.53,FALSTAFF
803,Henry IV,2.2.54,GADSHILL
804,Henry IV,2.2.55,FALSTAFF
805,Henry IV,2.2.56,PRINCE HENRY
806,Henry IV,2.2.57,PRINCE HENRY
807,Henry IV,2.2.58,PRINCE HENRY
808,Henry IV,2.2.59,PETO
809,Henry IV,2.2.60,GADSHILL
810,Henry IV,2.2.61,FALSTAFF
811,Henry IV,2.2.62,PRINCE HENRY
812,Henry IV,2.2.63,FALSTAFF
813,Henry IV,2.2.64,FALSTAFF
814,Henry IV,2.2.65,PRINCE HENRY
815,Henry IV,2.2.66,POINS
816,Henry IV,2.2.67,POINS
817,Henry IV,2.2.68,POINS
818,Henry IV,2.2.69,FALSTAFF
819,Henry IV,2.2.70,PRINCE HENRY
820,Henry IV,2.2.71,POINS
822,Henry IV,2.2.72,FALSTAFF
823,Henry IV,2.2.73,FALSTAFF
825,Henry IV,2.2.74,First Traveller
826,Henry IV,2.2.75,First Traveller
827,Henry IV,2.2.76,Thieves
828,Henry IV,2.2.77,Travellers
829,Henry IV,2.2.78,FALSTAFF
830,Henry IV,2.2.79,FALSTAFF
831,Henry IV,2.2.80,FALSTAFF
832,Henry IV,2.2.81,Travellers
833,Henry IV,2.2.82,FALSTAFF
834,Henry IV,2.2.83,FALSTAFF
835,Henry IV,2.2.84,FALSTAFF
836,Henry IV,2.2.85,FALSTAFF
839,Henry IV,2.2.86,PRINCE HENRY
840,Henry IV,2.2.87,PRINCE HENRY
841,Henry IV,2.2.88,PRINCE HENRY
842,Henry IV,2.2.89,PRINCE HENRY
843,Henry IV,2.2.90,POINS
845,Henry IV,2.2.91,FALSTAFF
846,Henry IV,2.2.92,FALSTAFF
847,Henry IV,2.2.93,FALSTAFF
848,Henry IV,2.2.94,FALSTAFF
849,Henry IV,2.2.95,PRINCE HENRY
850,Henry IV,2.2.96,POINS
852,Henry IV,2.2.97,PRINCE HENRY
853,Henry IV,2.2.98,PRINCE HENRY
854,Henry IV,2.2.99,PRINCE HENRY
855,Henry IV,2.2.100,PRINCE HENRY
856,Henry IV,2.2.101,PRINCE HENRY
857,Henry IV,2.2.102,PRINCE HENRY
858,Henry IV,2.2.103,PRINCE HENRY
859,Henry IV,2.2.104,POINS
863,Henry IV,2.3.1,HOTSPUR
864,Henry IV,2.3.2,HOTSPUR
865,Henry IV,2.3.3,HOTSPUR
866,Henry IV,2.3.4,HOTSPUR
867,Henry IV,2.3.5,HOTSPUR
868,Henry IV,2.3.6,HOTSPUR
869,Henry IV,2.3.7,HOTSPUR
870,Henry IV,2.3.8,HOTSPUR
871,Henry IV,2.3.9,HOTSPUR
872,Henry IV,2.3.10,HOTSPUR
873,Henry IV,2.3.11,HOTSPUR
874,Henry IV,2.3.12,HOTSPUR
875,Henry IV,2.3.13,HOTSPUR
876,Henry IV,2.3.14,HOTSPUR
877,Henry IV,2.3.15,HOTSPUR
878,Henry IV,2.3.16,HOTSPUR
879,Henry IV,2.3.17,HOTSPUR
880,Henry IV,2.3.18,HOTSPUR
881,Henry IV,2.3.19,HOTSPUR
882,Henry IV,2.3.20,HOTSPUR
883,Henry IV,2.3.21,HOTSPUR
884,Henry IV,2.3.22,HOTSPUR
885,Henry IV,2.3.23,HOTSPUR
886,Henry IV,2.3.24,HOTSPUR
887,Henry IV,2.3.25,HOTSPUR
888,Henry IV,2.3.26,HOTSPUR
889,Henry IV,2.3.27,HOTSPUR
890,Henry IV,2.3.28,HOTSPUR
891,Henry IV,2.3.29,HOTSPUR
892,Henry IV,2.3.30,HOTSPUR
893,Henry IV,2.3.31,HOTSPUR
894,Henry IV,2.3.32,HOTSPUR
895,Henry IV,2.3.33,HOTSPUR
896,Henry IV,2.3.34,HOTSPUR
897,Henry IV,2.3.35,HOTSPUR
898,Henry IV,2.3.36,HOTSPUR
900,Henry IV,2.3.37,HOTSPUR
901,Henry IV,2.3.38,LADY PERCY
902,Henry IV,2.3.39,LADY PERCY
903,Henry IV,2.3.40,LADY PERCY
904,Henry IV,2.3.41,LADY PERCY
905,Henry IV,2.3.42,LADY PERCY
906,Henry IV,2.3.43,LADY PERCY
907,Henry IV,2.3.44,LADY PERCY
908,Henry IV,2.3.45,LADY PERCY
909,Henry IV,2.3.46,LADY PERCY
910,Henry IV,2.3.47,LADY PERCY
911,Henry IV,2.3.48,LADY PERCY
912,Henry IV,2.3.49,LADY PERCY
913,Henry IV,2.3.50,LADY PERCY
914,Henry IV,2.3.51,LADY PERCY
915,Henry IV,2.3.52,LADY PERCY
916,Henry IV,2.3.53,LADY PERCY
917,Henry IV,2.3.54,LADY PERCY
918,Henry IV,2.3.55,LADY PERCY
919,Henry IV,2.3.56,LADY PERCY
920,Henry IV,2.3.57,LADY PERCY
921,Henry IV,2.3.58,LADY PERCY
922,Henry IV,2.3.59,LADY PERCY
923,Henry IV,2.3.60,LADY PERCY
924,Henry IV,2.3.61,LADY PERCY
925,Henry IV,2.3.62,LADY PERCY
926,Henry IV,2.3.63,LADY PERCY
927,Henry IV,2.3.64,LADY PERCY
928,Henry IV,2.3.65,LADY PERCY
929,Henry IV,2.3.66,HOTSPUR
931,Henry IV,2.3.67,HOTSPUR
932,Henry IV,2.3.68,Servant
933,Henry IV,2.3.69,HOTSPUR
934,Henry IV,2.3.70,Servant
935,Henry IV,2.3.71,HOTSPUR
936,Henry IV,2.3.72,Servant
937,Henry IV,2.3.73,HOTSPUR
938,Henry IV,2.3.74,HOTSPUR
939,Henry IV,2.3.75,HOTSPUR
941,Henry IV,2.3.76,LADY PERCY
942,Henry IV,2.3.77,HOTSPUR
943,Henry IV,2.3.78,LADY PERCY
944,Henry IV,2.3.79,HOTSPUR
945,Henry IV,2.3.80,LADY PERCY
946,Henry IV,2.3.81,LADY PERCY
947,Henry IV,2.3.82,LADY PERCY
948,Henry IV,2.3.83,LADY PERCY
949,Henry IV,2.3.84,LADY PERCY
950,Henry IV,2.3.85,LADY PERCY
951,Henry IV,2.3.86,LADY PERCY
952,Henry IV,2.3.87,HOTSPUR
953,Henry IV,2.3.88,LADY PERCY
954,Henry IV,2.3.89,LADY PERCY
955,Henry IV,2.3.90,LADY PERCY
956,Henry IV,2.3.91,LADY PERCY
957,Henry IV,2.3.92,HOTSPUR
958,Henry IV,2.3.93,HOTSPUR
959,Henry IV,2.3.94,HOTSPUR
960,Henry IV,2.3.95,HOTSPUR
961,Henry IV,2.3.96,HOTSPUR
962,Henry IV,2.3.97,HOTSPUR
963,Henry IV,2.3.98,HOTSPUR
964,Henry IV,2.3.99,HOTSPUR
965,Henry IV,2.3.100,LADY PERCY
966,Henry IV,2.3.101,LADY PERCY
967,Henry IV,2.3.102,LADY PERCY
968,Henry IV,2.3.103,LADY PERCY
969,Henry IV,2.3.104,HOTSPUR
970,Henry IV,2.3.105,HOTSPUR
971,Henry IV,2.3.106,HOTSPUR
972,Henry IV,2.3.107,HOTSPUR
973,Henry IV,2.3.108,HOTSPUR
974,Henry IV,2.3.109,HOTSPUR
975,Henry IV,2.3.110,HOTSPUR
976,Henry IV,2.3.111,HOTSPUR
977,Henry IV,2.3.112,HOTSPUR
978,Henry IV,2.3.113,HOTSPUR
979,Henry IV,2.3.114,HOTSPUR
980,Henry IV,2.3.115,HOTSPUR
981,Henry IV,2.3.116,HOTSPUR
982,Henry IV,2.3.117,LADY PERCY
983,Henry IV,2.3.118,HOTSPUR
984,Henry IV,2.3.119,HOTSPUR
985,Henry IV,2.3.120,HOTSPUR
986,Henry IV,2.3.121,HOTSPUR
987,Henry IV,2.3.122,LADY PERCY
991,Henry IV,2.4.1,PRINCE HENRY
992,Henry IV,2.4.2,PRINCE HENRY
993,Henry IV,2.4.3,POINS
994,Henry IV,2.4.4,PRINCE HENRY
995,Henry IV,2.4.5,PRINCE HENRY
996,Henry IV,2.4.6,PRINCE HENRY
997,Henry IV,2.4.7,PRINCE HENRY
998,Henry IV,2.4.8,PRINCE HENRY
999,Henry IV,2.4.9,PRINCE HENRY
1000,Henry IV,2.4.10,PRINCE HENRY
1001,Henry IV,2.4.11,PRINCE HENRY
1002,Henry IV,2.4.12,PRINCE HENRY
1003,Henry IV,2.4.13,PRINCE HENRY
1004,Henry IV,2.4.14,PRINCE HENRY
1005,Henry IV,2.4.15,PRINCE HENRY
1006,Henry IV,2.4.16,PRINCE HENRY
1007,Henry IV,2.4.17,PRINCE HENRY
1008,Henry IV,2.4.18,PRINCE HENRY
1009,Henry IV,2.4.19,PRINCE HENRY
1010,Henry IV,2.4.20,PRINCE HENRY
1011,Henry IV,2.4.21,PRINCE HENRY
1012,Henry IV,2.4.22,PRINCE HENRY
1013,Henry IV,2.4.23,PRINCE HENRY
1014,Henry IV,2.4.24,PRINCE HENRY
1015,Henry IV,2.4.25,PRINCE HENRY
1016,Henry IV,2.4.26,PRINCE HENRY
1017,Henry IV,2.4.27,PRINCE HENRY
1018,Henry IV,2.4.28,PRINCE HENRY
1019,Henry IV,2.4.29,PRINCE HENRY
1020,Henry IV,2.4.30,PRINCE HENRY
1021,Henry IV,2.4.31,PRINCE HENRY
1022,Henry IV,2.4.32,PRINCE HENRY
1023,Henry IV,2.4.33,PRINCE HENRY
1024,Henry IV,2.4.34,PRINCE HENRY
1025,Henry IV,2.4.35,POINS
1026,Henry IV,2.4.36,PRINCE HENRY
1027,Henry IV,2.4.37,POINS
1030,Henry IV,2.4.38,FRANCIS
1031,Henry IV,2.4.39,PRINCE HENRY
1032,Henry IV,2.4.40,FRANCIS
1033,Henry IV,2.4.41,PRINCE HENRY
1034,Henry IV,2.4.42,FRANCIS
1035,Henry IV,2.4.43,POINS
1036,Henry IV,2.4.44,FRANCIS
1037,Henry IV,2.4.45,PRINCE HENRY
1038,Henry IV,2.4.46,PRINCE HENRY
1039,Henry IV,2.4.47,PRINCE HENRY
1040,Henry IV,2.4.48,PRINCE HENRY
1041,Henry IV,2.4.49,FRANCIS
1042,Henry IV,2.4.50,FRANCIS
1043,Henry IV,2.4.51,POINS
1044,Henry IV,2.4.52,FRANCIS
1045,Henry IV,2.4.53,PRINCE HENRY
1046,Henry IV,2.4.54,FRANCIS
1047,Henry IV,2.4.55,POINS
1048,Henry IV,2.4.56,FRANCIS
1049,Henry IV,2.4.57,PRINCE HENRY
1050,Henry IV,2.4.58,PRINCE HENRY
1051,Henry IV,2.4.59,FRANCIS
1052,Henry IV,2.4.60,PRINCE HENRY
1053,Henry IV,2.4.61,PRINCE HENRY
1054,Henry IV,2.4.62,POINS
1055,Henry IV,2.4.63,FRANCIS
1056,Henry IV,2.4.64,PRINCE HENRY
1057,Henry IV,2.4.65,PRINCE HENRY
1058,Henry IV,2.4.66,PRINCE HENRY
1059,Henry IV,2.4.67,FRANCIS
1060,Henry IV,2.4.68,PRINCE HENRY
1061,Henry IV,2.4.69,PRINCE HENRY
1062,Henry IV,2.4.70,PRINCE HENRY
1063,Henry IV,2.4.71,FRANCIS
1064,Henry IV,2.4.72,PRINCE HENRY
1065,Henry IV,2.4.73,PRINCE HENRY
1066,Henry IV,2.4.74,PRINCE HENRY
1067,Henry IV,2.4.75,FRANCIS
1068,Henry IV,2.4.76,POINS
1069,Henry IV,2.4.77,PRINCE HENRY
1072,Henry IV,2.4.78,Vintner
1073,Henry IV,2.4.79,Vintner
1075,Henry IV,2.4.80,Vintner
1076,Henry IV,2.4.81,Vintner
1077,Henry IV,2.4.82,PRINCE HENRY
1079,Henry IV,2.4.83,PRINCE HENRY
1081,Henry IV,2.4.84,POINS
1082,Henry IV,2.4.85,PRINCE HENRY
1083,Henry IV,2.4.86,PRINCE HENRY
1084,Henry IV,2.4.87,POINS
1085,Henry IV,2.4.88,POINS
1086,Henry IV,2.4.89,POINS
1087,Henry IV,2.4.90,PRINCE HENRY
1088,Henry IV,2.4.91,PRINCE HENRY
1089,Henry IV,2.4.92,PRINCE HENRY
1091,Henry IV,2.4.93,PRINCE HENRY
1092,Henry IV,2.4.94,FRANCIS
1094,Henry IV,2.4.95,PRINCE HENRY
1095,Henry IV,2.4.96,PRINCE HENRY
1096,Henry IV,2.4.97,PRINCE HENRY
1097,Henry IV,2.4.98,PRINCE HENRY
1098,Henry IV,2.4.99,PRINCE HENRY
1099,Henry IV,2.4.100,PRINCE HENRY
1100,Henry IV,2.4.101,PRINCE HENRY
1101,Henry IV,2.4.102,PRINCE HENRY
1102,Henry IV,2.4.103,PRINCE HENRY
1103,Henry IV,2.4.104,PRINCE HENRY
1104,Henry IV,2.4.105,PRINCE HENRY
1105,Henry IV,2.4.106,PRINCE HENRY
1106,Henry IV,2.4.107,PRINCE HENRY
1107,Henry IV,2.4.108,PRINCE HENRY
1109,Henry IV,2.4.109,POINS
1110,Henry IV,2.4.110,FALSTAFF
1111,Henry IV,2.4.111,FALSTAFF
1112,Henry IV,2.4.112,FALSTAFF
1113,Henry IV,2.4.113,FALSTAFF
1114,Henry IV,2.4.114,FALSTAFF
1116,Henry IV,2.4.115,PRINCE HENRY
1117,Henry IV,2.4.116,PRINCE HENRY
1118,Henry IV,2.4.117,PRINCE HENRY
1119,Henry IV,2.4.118,FALSTAFF
1120,Henry IV,2.4.119,FALSTAFF
1121,Henry IV,2.4.120,FALSTAFF
1122,Henry IV,2.4.121,FALSTAFF
1123,Henry IV,2.4.122,FALSTAFF
1124,Henry IV,2.4.123,FALSTAFF
1125,Henry IV,2.4.124,FALSTAFF
1126,Henry IV,2.4.125,FALSTAFF
1127,Henry IV,2.4.126,FALSTAFF
1128,Henry IV,2.4.127,FALSTAFF
1129,Henry IV,2.4.128,FALSTAFF
1130,Henry IV,2.4.129,PRINCE HENRY
1131,Henry IV,2.4.130,FALSTAFF
1132,Henry IV,2.4.131,FALSTAFF
1133,Henry IV,2.4.132,FALSTAFF
1134,Henry IV,2.4.133,FALSTAFF
1135,Henry IV,2.4.134,PRINCE HENRY
1136,Henry IV,2.4.135,FALSTAFF
1137,Henry IV,2.4.136,POINS
1138,Henry IV,2.4.137,POINS
1139,Henry IV,2.4.138,FALSTAFF
1140,Henry IV,2.4.139,FALSTAFF
1141,Henry IV,2.4.140,FALSTAFF
1142,Henry IV,2.4.141,FALSTAFF
1143,Henry IV,2.4.142,FALSTAFF
1144,Henry IV,2.4.143,FALSTAFF
1145,Henry IV,2.4.144,FALSTAFF
1146,Henry IV,2.4.145,FALSTAFF
1147,Henry IV,2.4.146,PRINCE HENRY
1148,Henry IV,2.4.147,PRINCE HENRY
1149,Henry IV,2.4.148,FALSTAFF
1151,Henry IV,2.4.149,FALSTAFF
1152,Henry IV,2.4.150,PRINCE HENRY
1153,Henry IV,2.4.151,FALSTAFF
1154,Henry IV,2.4.152,FALSTAFF
1155,Henry IV,2.4.153,PRINCE HENRY
1156,Henry IV,2.4.154,FALSTAFF
1157,Henry IV,2.4.155,FALSTAFF
1158,Henry IV,2.4.156,PRINCE HENRY
1159,Henry IV,2.4.157,FALSTAFF
1160,Henry IV,2.4.158,FALSTAFF
1161,Henry IV,2.4.159,FALSTAFF
1162,Henry IV,2.4.160,FALSTAFF
1163,Henry IV,2.4.161,FALSTAFF
1164,Henry IV,2.4.162,FALSTAFF
1165,Henry IV,2.4.163,FALSTAFF
1166,Henry IV,2.4.164,FALSTAFF
1167,Henry IV,2.4.165,FALSTAFF
1168,Henry IV,2.4.166,PRINCE HENRY
1169,Henry IV,2.4.167,GADSHILL
1170,Henry IV,2.4.168,FALSTAFF
1171,Henry IV,2.4.169,GADSHILL
1172,Henry IV,2.4.170,PETO
1173,Henry IV,2.4.171,FALSTAFF
1174,Henry IV,2.4.172,FALSTAFF
1175,Henry IV,2.4.173,GADSHILL
1176,Henry IV,2.4.174,FALSTAFF
1177,Henry IV,2.4.175,PRINCE HENRY
1178,Henry IV,2.4.176,FALSTAFF
1179,Henry IV,2.4.177,FALSTAFF
1180,Henry IV,2.4.178,FALSTAFF
1181,Henry IV,2.4.179,FALSTAFF
1182,Henry IV,2.4.180,PRINCE HENRY
1183,Henry IV,2.4.181,FALSTAFF
1184,Henry IV,2.4.182,FALSTAFF
1185,Henry IV,2.4.183,FALSTAFF
1186,Henry IV,2.4.184,FALSTAFF
1187,Henry IV,2.4.185,FALSTAFF
1188,Henry IV,2.4.186,FALSTAFF
1189,Henry IV,2.4.187,PRINCE HENRY
1190,Henry IV,2.4.188,FALSTAFF
1191,Henry IV,2.4.189,POINS
1192,Henry IV,2.4.190,FALSTAFF
1193,Henry IV,2.4.191,FALSTAFF
1194,Henry IV,2.4.192,FALSTAFF
1195,Henry IV,2.4.193,PRINCE HENRY
1196,Henry IV,2.4.194,FALSTAFF
1197,Henry IV,2.4.195,POINS
1198,Henry IV,2.4.196,FALSTAFF
1199,Henry IV,2.4.197,PRINCE HENRY
1200,Henry IV,2.4.198,FALSTAFF
1201,Henry IV,2.4.199,PRINCE HENRY
1202,Henry IV,2.4.200,FALSTAFF
1203,Henry IV,2.4.201,FALSTAFF
1204,Henry IV,2.4.202,PRINCE HENRY
1205,Henry IV,2.4.203,FALSTAFF
1206,Henry IV,2.4.204,POINS
1207,Henry IV,2.4.205,FALSTAFF
1208,Henry IV,2.4.206,FALSTAFF
1209,Henry IV,2.4.207,FALSTAFF
1210,Henry IV,2.4.208,PRINCE HENRY
1211,Henry IV,2.4.209,FALSTAFF
1212,Henry IV,2.4.210,FALSTAFF
1213,Henry IV,2.4.211,FALSTAFF
1214,Henry IV,2.4.212,FALSTAFF
1215,Henry IV,2.4.213,PRINCE HENRY
1216,Henry IV,2.4.214,PRINCE HENRY
1217,Henry IV,2.4.215,PRINCE HENRY
1218,Henry IV,2.4.216,PRINCE HENRY
1219,Henry IV,2.4.217,FALSTAFF
1220,Henry IV,2.4.218,FALSTAFF
1221,Henry IV,2.4.219,PRINCE HENRY
1222,Henry IV,2.4.220,PRINCE HENRY
1223,Henry IV,2.4.221,PRINCE HENRY
1224,Henry IV,2.4.222,POINS
1225,Henry IV,2.4.223,FALSTAFF
1226,Henry IV,2.4.224,FALSTAFF
1227,Henry IV,2.4.225,FALSTAFF
1228,Henry IV,2.4.226,FALSTAFF
1229,Henry IV,2.4.227,FALSTAFF
1230,Henry IV,2.4.228,FALSTAFF
1231,Henry IV,2.4.229,PRINCE HENRY
1232,Henry IV,2.4.230,PRINCE HENRY
1233,Henry IV,2.4.231,PRINCE HENRY
1234,Henry IV,2.4.232,FALSTAFF
1235,Henry IV,2.4.233,FALSTAFF
1236,Henry IV,2.4.234,FALSTAFF
1237,Henry IV,2.4.235,FALSTAFF
1238,Henry IV,2.4.236,FALSTAFF
1239,Henry IV,2.4.237,PRINCE HENRY
1240,Henry IV,2.4.238,PRINCE HENRY
1241,Henry IV,2.4.239,PRINCE HENRY
1242,Henry IV,2.4.240,POINS
1243,Henry IV,2.4.241,PRINCE HENRY
1244,Henry IV,2.4.242,PRINCE HENRY
1245,Henry IV,2.4.243,PRINCE HENRY
1246,Henry IV,2.4.244,PRINCE HENRY
1247,Henry IV,2.4.245,PRINCE HENRY
1248,Henry IV,2.4.246,PRINCE HENRY
1249,Henry IV,2.4.247,PRINCE HENRY
1250,Henry IV,2.4.248,PRINCE HENRY
1251,Henry IV,2.4.249,PRINCE HENRY
1252,Henry IV,2.4.250,PRINCE HENRY
1253,Henry IV,2.4.251,PRINCE HENRY
1254,Henry IV,2.4.252,PRINCE HENRY
1255,Henry IV,2.4.253,PRINCE HENRY
1256,Henry IV,2.4.254,POINS
1257,Henry IV,2.4.255,FALSTAFF
1258,Henry IV,2.4.256,FALSTAFF
1259,Henry IV,2.4.257,FALSTAFF
1260,Henry IV,2.4.258,FALSTAFF
1261,Henry IV,2.4.259,FALSTAFF
1262,Henry IV,2.4.260,FALSTAFF
1263,Henry IV,2.4.261,FALSTAFF
1264,Henry IV,2.4.262,FALSTAFF
1265,Henry IV,2.4.263,FALSTAFF
1266,Henry IV,2.4.264,FALSTAFF
1267,Henry IV,2.4.265,FALSTAFF
1268,Henry IV,2.4.266,FALSTAFF
1269,Henry IV,2.4.267,FALSTAFF
1270,Henry IV,2.4.268,FALSTAFF
1271,Henry IV,2.4.269,PRINCE HENRY
1272,Henry IV,2.4.270,FALSTAFF
1274,Henry IV,2.4.271,Hostess
1275,Henry IV,2.4.272,PRINCE HENRY
1276,Henry IV,2.4.273,PRINCE HENRY
1277,Henry IV,2.4.274,Hostess
1278,Henry IV,2.4.275,Hostess
1279,Henry IV,2.4.276,Hostess
1280,Henry IV,2.4.277,PRINCE HENRY
1281,Henry IV,2.4.278,PRINCE HENRY
1282,Henry IV,2.4.279,FALSTAFF
1283,Henry IV,2.4.280,Hostess
1284,Henry IV,2.4.281,FALSTAFF
1285,Henry IV,2.4.282,FALSTAFF
1286,Henry IV,2.4.283,PRINCE HENRY
1287,Henry IV,2.4.284,FALSTAFF
1289,Henry IV,2.4.285,PRINCE HENRY
1290,Henry IV,2.4.286,PRINCE HENRY
1291,Henry IV,2.4.287,PRINCE HENRY
1292,Henry IV,2.4.288,PRINCE HENRY
1293,Henry IV,2.4.289,BARDOLPH
